OID_,INSPECTION,DEVELOPMEN,DEVELOPM_1,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAM,COUNTY_COD,STATE_NAME,STATE_CODE,ZIPCODE,LATITUDE,LONGITUDE,LOCATION_Q,PHA_CODE,PHA_NAME,INSPECTI_1,INSPECTI_2,NEAR_FID,NEAR_DIST
4720,607812,SC001000030,Robert Mills Manor,125 Logan St,Charleston,"Charleston-North Charleston, SC Metropolitan Statistical Area",16700,Charleston,19,SC,45,29401,32.779263999999998,-79.936413999999999,R,SC001,HOUSING AUTHORITY OF THE CITY OF CHARLESTON,55,11/6/2017 0:00:00,439308,0.000115189023972
4721,607810,PA067000001,LANSFORD MID-RISE,430 E Bertsch St,Lansford,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",10900,Carbon,25,PA,42,18232,40.832701999999998,-75.876371000000006,R,PA067,Carbon County Housing Authority,89,2/23/2018 0:00:00,32751,0.016723503724100
4722,607809,SC012000001,CARVER APARTMENTS,600 Haigler St,Abbeville, ,99999,Abbeville,1,SC,45,29620,34.177290999999997,-82.392118999999994,R,SC012,HOUSING AUTHORITY OF ABBEVILLE,94,11/1/2017 0:00:00,148479,0.003617609266030
4723,607808,RI007000003,DUPLEXES-SCATTERED,14 Hazelwood Ave,East Providence,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2914,41.809761000000002,-71.364079000000004,R,RI007,East Providence Housing Authority,59,1/26/2018 0:00:00,399720,0.015730904841800
4724,607803,PA022000002,WELLINGTON HOMES,733 E King St,York,"York-Hanover, PA Metropolitan Statistical Area",49620,York,133,PA,42,17403,39.966631000000000,-76.712061000000006,R,PA022,Housing Authority of the City of York,72,11/16/2017 0:00:00,409552,0.008939750435090
4725,607800,PA058000001,CENTRAL TOWERS,217 E Central Ave,Titusville,"Meadville, PA Micropolitan Statistical Area",32740,Crawford,39,PA,42,16354,41.626975000000002,-79.670417000000000,R,PA058,TITUSVILLE HOUSING AUTHORITY,85,2/1/2018 0:00:00,396076,0.001074030895380
4726,607797,PA006000803,Caldwell Station,510 Station St,Wall,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15148,40.393414999999997,-79.810225000000003,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,96,10/25/2017 0:00:00,482742,0.001733212188410
4727,607796,PA006000821,Carnegie Apartments,514 Lydia St,Carnegie,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15106,40.409621000000001,-80.081081999999995,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,98,10/23/2017 0:00:00,481792,0.002167664988750
4728,607794,RI004000001,WILFRID MANOR,466 Hunt St,Central Falls,"Providence-Warwick, RI-MA Metropolitan Statistical Area",39300,Providence,7,RI,44,2863,41.892141000000002,-71.396682999999996,R,RI004,Central Falls Housing Authority,96,11/15/2017 0:00:00,399448,0.001426046184200
4729,607792,PA025000001,RIVERVIEW APARTMENTS,315 N Arch St,Connellsville,"Pittsburgh, PA Metropolitan Statistical Area",38300,Fayette,51,PA,42,15425,40.020099000000002,-79.591641999999993,R,PA025,CONNELLSVILLE HOUSING AUTHORITY,79,10/19/2017 0:00:00,125212,0.000748200389295
4730,607791,PA017000005,Highland Terrace,1 Middleland Ave,North Charleroi,"Pittsburgh, PA Metropolitan Statistical Area",38300,Washington,125,PA,42,15022,40.146794000000000,-79.908203000000000,R,PA017,WASHINGTON COUNTY HOUSING AUTHORITY,74,10/24/2017 0:00:00,249199,0.003049813956880
4731,607789,PA018000008,McMurtry / Vandergrift / Lower Burrell,169 Lincoln Ave,Vandergrift,"Pittsburgh, PA Metropolitan Statistical Area",38300,Westmoreland,129,PA,42,15690,40.603299000000000,-79.566295999999994,R,PA018,WESTMORELAND COUNTY HSG AUTHORITY,79,10/19/2017 0:00:00,308888,0.004784040661390
4732,607787,PA006000802,Centurion Commons,1987 Centurion Dr Apt 211,Pittsburgh,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15221,40.422558000000002,-79.853857000000005,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,90,10/27/2017 0:00:00,482552,0.017218071427900
4733,607786,PA006000813,West Pine Townhomes,101 W Pine Dr,Imperial,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15126,40.457689999999999,-80.235230999999999,4,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,95,11/3/2017 0:00:00,482944,0.001626171001270
4734,607780,PA003000006,JACKSON HEIGHTS APARTMENTS,1001 Jackson St,Scranton,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",42540,Lackawanna,69,PA,42,18504,41.411625000000001,-75.678600000000003,R,PA003,Scranton Housing Authority,75,11/3/2017 0:00:00,369992,0.003597335538610
4735,607779,PA018000007,Kensington Manor / Arnold Townhouses,PINE COURT,New Kensington,"Pittsburgh, PA Metropolitan Statistical Area",38300,Westmoreland,129,PA,42,15068,40.568651000000003,-79.767351000000005,4,PA018,WESTMORELAND COUNTY HSG AUTHORITY,71,12/11/2017 0:00:00,83329,0.004786588941870
4736,607777,PA006000702,JEFFERSON MANOR,201 Jefferson Rd,Penn Hills,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15235,40.463275000000003,-79.821839999999995,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,68,11/14/2017 0:00:00,483547,0.027716844948300
4737,607775,PA006000305,Uansa Villiage,1A Helen St,Mc Kees Rocks,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15136,40.470677999999999,-80.054646000000005,4,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,72,10/11/2017 0:00:00,481684,0.000000000000000
4738,607774,PA036000034,FARNUM STREET EAST,33 E Farnum St,Lancaster,"Lancaster, PA Metropolitan Statistical Area",29540,Lancaster,71,PA,42,17602,40.035117000000000,-76.303611000000004,R,PA036,The Housing Auth of the City of Lancaster,78,11/27/2017 0:00:00,291265,0.007749468918160
4739,607771,PA017000003,Valley View Terrace,304 Washington St,Bentleyville,"Pittsburgh, PA Metropolitan Statistical Area",38300,Washington,125,PA,42,15314,40.118695000000002,-80.005442000000002,R,PA017,WASHINGTON COUNTY HOUSING AUTHORITY,77,11/9/2017 0:00:00,249564,0.000493659308182
4740,607767,PA006000805,Pleasant Ridge I,711 Overlook Pl,Mc Kees Rocks,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15136,40.480229999999999,-80.074968999999996,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,97,12/14/2017 0:00:00,482009,0.007804693565170
4741,607766,PA006000701,DUMPLIN HALL,502 Hay St Apt 111,Wilkinsburg,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15221,40.440212000000002,-79.887878000000001,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,95,10/25/2017 0:00:00,481429,0.024753477894300
4742,607765,PA006000301,HAYS MANOR,LOCUST STREET,McKees Rocks,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15136,40.466000000000001,-80.072699999999998,T,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,72,10/12/2017 0:00:00,481805,0.002471479357390
4743,607764,OR006000300,Eugene Units,2898 Matt Dr,Eugene,"Eugene-Springfield, OR Metropolitan Statistical Area",21660,Lane,39,OR,41,97408,44.094934000000002,-123.069522000000006,R,OR006,Housing Authority & Comm Svcs of Lane Co,78,12/11/2017 0:00:00,569042,0.012744577620800
4744,607763,PA003000001,VALLEY VIEW TERRACE,1701 Stafford Ave,Scranton,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",42540,Lackawanna,69,PA,42,18505,41.380653000000002,-75.670255999999995,R,PA003,Scranton Housing Authority,70,10/31/2017 0:00:00,369662,0.009040166278320
4745,607761,PA017000002,Jollick Manor Crumrine Tower,39 N Main St,Washington,"Pittsburgh, PA Metropolitan Statistical Area",38300,Washington,125,PA,42,15301,40.171498999999997,-80.245823000000001,R,PA017,WASHINGTON COUNTY HOUSING AUTHORITY,78,2/21/2018 0:00:00,249213,0.005373212166250
4746,607760,PA003000004,WASHINGTON WEST APARTMENTS,537 N Washington Ave,Scranton,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",42540,Lackawanna,69,PA,42,18509,41.411999999999999,-75.659431999999995,R,PA003,Scranton Housing Authority,95,10/30/2017 0:00:00,369857,0.003103902322390
4747,607759,PA018000002,Park & Highland Manor,1001 Highland Mnr,Monessen,"Pittsburgh, PA Metropolitan Statistical Area",38300,Westmoreland,129,PA,42,15062,40.159621999999999,-79.894748000000007,R,PA018,WESTMORELAND COUNTY HSG AUTHORITY,53,10/23/2017 0:00:00,83613,0.004010469485640
4748,607758,PA006000704,Fraser Hall,500 Hunter St,Turtle Creek,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15145,40.406275999999998,-79.828598000000000,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,98,10/24/2017 0:00:00,484173,0.000564490900274
4749,607757,PA006000804,Forest Green,100 Pillar Dr,Coraopolis,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15108,40.508271000000001,-80.214068999999995,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,96,12/13/2017 0:00:00,485293,0.028235965348500
4750,607755,PA006000201,Sharps Terrace,401 Sisca St,Sharpsburg,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15215,40.496451999999998,-79.930519000000004,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,95,10/20/2017 0:00:00,485139,0.002172172016300
4751,607751,PA006000822,Carnegie Apartments Additions,514 Lydia St,Carnegie,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15106,40.409621000000001,-80.081081999999995,R,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,97,10/23/2017 0:00:00,481792,0.002167664988750
4752,607746,PA006000601,HAWKINS VILLAGE,KENMAWR AVENUE,Rankin,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15104,40.409399999999998,-79.864199999999997,T,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,55,12/12/2017 0:00:00,484040,0.010037187103400
4753,607745,PA006000101,PARK APTS,Park Avenue,Natrona Heights,"Pittsburgh, PA Metropolitan Statistical Area",38300,Allegheny,3,PA,42,15065,40.644599999999997,-79.708699999999993,T,PA006,ALLEGHENY COUNTY HOUSING AUTHORITY,62,2/22/2018 0:00:00,482407,0.010632893481400
4754,607741,PA003000002,HILLTOP MANOR,2413 S Webster Ave,Scranton,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",42540,Lackawanna,69,PA,42,18505,41.381034000000000,-75.678845999999993,R,PA003,Scranton Housing Authority,67,11/30/2017 0:00:00,369992,0.010785085498900
4755,607738,OK067000001,ROLLING HILLS ADDTN NO 1,306 Mockingbird Dr,Stilwell, ,99999,Adair,1,OK,40,74960,35.822014000000003,-94.629334999999998,R,OK067,Housing Authority of the City of Stilwell,85,11/13/2017 0:00:00,29830,0.005713549642310
4756,607732,OH021000022,COLE - WOODFORD,315 S Burnett Rd,Springfield,"Springfield, OH Metropolitan Statistical Area",44220,Clark,23,OH,39,45505,39.918233999999998,-83.770268999999999,R,OH021,Springfield Metropolitan Housing Authority,71,12/5/2017 0:00:00,27174,0.018609433159700
4757,607729,OK086000001,STRATFORD HA,100 Thompson Dr,Stratford, ,99999,Garvin,49,OK,40,74872,34.805025999999998,-96.960289000000003,R,OK086,Housing Authority of the Town of Stratford,91,10/27/2017 0:00:00,62116,0.211822393994000
4758,607723,OR006000600,CG &Creswell Units,925 W Main St,Cottage Grove,"Eugene-Springfield, OR Metropolitan Statistical Area",21660,Lane,39,OR,41,97424,43.797476000000003,-123.066560999999993,R,OR006,Housing Authority & Comm Svcs of Lane Co,97,12/13/2017 0:00:00,568744,0.000813725051026
4759,607718,NY048000004,KINGSBORO TOWERS,2 Frontage Rd Apt 411,Gloversville,"Gloversville, NY Micropolitan Statistical Area",24100,Fulton,35,NY,36,12078,43.050378000000002,-74.348640000000003,R,NY048,Gloversville Housing Authority,97,9/28/2017 0:00:00,740915,0.096534609292700
4760,607713,NY414000001,WEST CARTHAGE,63 Madison St Apt 111,Carthage,"Watertown-Fort Drum, NY Metropolitan Statistical Area",48060,Jefferson,45,NY,36,13619,43.976345000000002,-75.624911999999995,R,NY414,West Carthage Housing Authority,99,11/24/2017 0:00:00,55250,0.109797344115000
4761,607712,NJ068000001,SENIOR CITZ BLDG,215 E Blackwell St,Dover,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Morris,27,NJ,34,7801,40.885437000000003,-74.547443999999999,R,NJ068,Dover Housing Authority,89,11/17/2017 0:00:00,64458,0.105594047245000
4762,607707,NY055000006,HICKSVILLE SENIOR CZNS,355 Newbridge Rd,Hicksville,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Nassau,59,NY,36,11801,40.752352000000002,-73.531588999999997,R,NY055,Town of Oyster Bay Housing Authority,95,11/2/2017 0:00:00,256767,0.080706692650600
4763,607702,NJ066000001,ANN J FERGUSON TOWERS,1601 Dill Ave,Linden,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Union,39,NJ,34,7036,40.648184000000001,-74.240656000000001,R,NJ066,Housing Authority City of Linden,89,11/28/2017 0:00:00,246959,0.000317632164641
4764,607697,NJ061000001,FERGUSON/HOLLY BERRY COURT,1100 Holly Berry Ln,Millville,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",47220,Cumberland,11,NJ,34,8332,39.380741000000000,-75.027687999999998,R,NJ061,Millville Housing Authority,76,11/27/2017 0:00:00,95493,0.003782260803810
4765,607695,NJ063000001,PARKVIEW & DORAZIO TERRACE,84 S West Ave Apt 70,Vineland,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",47220,Cumberland,11,NJ,34,8360,39.480578999999999,-75.036105000000006,R,NJ063,Vineland Housing Authority,89,11/1/2017 0:00:00,95977,0.029481594884500
4766,607693,NY022000003,MCDONALD TOWERS,19 Remsen St,Cohoes,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",10580,Albany,1,NY,36,12047,42.776406999999999,-73.701429000000005,R,NY022,Cohoes Housing Authority,96,9/18/2017 0:00:00,174366,0.001630762917910
4767,607690,NJ048000001,RIDGE COURT,1130 Heck Ave,Neptune,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Monmouth,25,NJ,34,7753,40.212716999999998,-74.019317000000001,R,NJ048,Neptune Housing Authority,38,11/8/2017 0:00:00,509382,0.006063580711750
4768,607687,NJ062000001,LAFAYETTE & OSBORNE & BROAD ST CT,1 Osborne Ct,Cape May,"Ocean City, NJ Metropolitan Statistical Area",36140,Cape May,9,NJ,34,8204,38.934762999999997,-74.921299000000005,R,NJ062,Cape May Housing Authority,85,9/27/2017 0:00:00,130289,0.001671518077640
4769,607683,NH012000001,MARION PHILLIPS APTS,243 Broad St Apt 111,Claremont,"Lebanon, NH-VT Micropolitan Statistical Area",30100,Sullivan,19,NH,33,3743,43.366152999999997,-72.336342999999999,R,NH012,Claremont Housing Authority,80,12/26/2017 0:00:00,394790,0.002027421108870
4770,607680,NJ042000004,Parkside Family Housing,131 Mark Street,Somerset,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Somerset,35,NJ,34,8873,40.488503000000001,-74.476943000000006,R,NJ042,Franklin Housing Authority,91,11/13/2017 0:00:00,413793,0.010075055726300
4771,607678,NJ023000002,Petrone,31 Early St,Morristown,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Morris,27,NJ,34,7960,40.802048999999997,-74.483967000000007,R,NJ023,Morristown Housing Authority,45,11/22/2017 0:00:00,19518,0.057645504669600
4772,607677,NJ061000006,MAURICE VIEW PLAZA,1 E Vine St,Millville,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",47220,Cumberland,11,NJ,34,8332,39.399321999999998,-75.040043999999995,R,NJ061,Millville Housing Authority,56,11/27/2017 0:00:00,95802,0.002123691273800
4773,607674,NJ057000001,BELMAR PLAZA APTS,710 8th Ave,Belmar,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Monmouth,25,NJ,34,7719,40.181922000000000,-74.026396000000005,R,NJ057,Belmar Housing Authority,94,11/30/2017 0:00:00,509214,0.001249553661650
4774,607671,NH009000001,Lebanon Housing Authority,39 N Park St,Lebanon,"Lebanon, NH-VT Micropolitan Statistical Area",30100,Grafton,9,NH,33,3766,43.643085999999997,-72.251300000000001,R,NH009,Lebanon Housing Authority,79,10/19/2017 0:00:00,408343,0.001081257870300
4775,607669,NJ042000003,Parkside Family Housing,10 Parkside St,Somerset,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Somerset,35,NJ,34,8873,40.486407999999997,-74.477414999999993,R,NJ042,Franklin Housing Authority,71,10/26/2017 0:00:00,413793,0.007979004256530
4776,607667,NJ061000005,MILLVILLE HA,122 E Main St Apt 511,Millville,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",47220,Cumberland,11,NJ,34,8332,39.395533999999998,-75.038156000000001,R,NJ061,Millville Housing Authority,55,11/13/2017 0:00:00,95974,0.001340362688410
4777,607666,NJ023000001,Manahan Village,Clyde Potts Court,Morristown,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Morris,27,NJ,34,7960,40.803500000000000,-74.487300000000005,T,NJ023,Morristown Housing Authority,53,11/3/2017 0:00:00,19518,0.061191936870400
4778,607664,NH017000001,TELFER CIRCLE,10 Telfer Cir Apt 1,Salem,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",14460,Rockingham,15,NH,33,3079,42.775297999999999,-71.214933000000002,R,NH017,Housing Authority of the Town of Salem,93,10/17/2017 0:00:00,425439,0.003708449394410
4779,607663,NH005000002,WM HALLER APTS,1 Jennings Dr,Concord,"Concord, NH Micropolitan Statistical Area",18180,Merrimack,13,NH,33,3301,43.214492999999997,-71.550685999999999,R,NH005,Concord Housing Authority,76,12/28/2017 0:00:00,398375,0.005669026577250
4780,607662,NH001000015,GALLEN APTS,200 Hanover St,Manchester,"Manchester-Nashua, NH Metropolitan Statistical Area",31700,Hillsborough,11,NH,33,3104,42.991110999999997,-71.458414000000005,R,NH001,Manchester Housing  & Redevelopment Authority,91,12/8/2017 0:00:00,436981,0.009411094323310
4781,607658,NJ042000002,Parkside Senior Housng,25 Parkside St,Somerset,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",35620,Somerset,35,NJ,34,8873,40.487006999999998,-74.478053000000003,R,NJ042,Franklin Housing Authority,93,11/30/2017 0:00:00,413793,0.008607172675590
4782,607657,NE104000001,HERITAGE HOUSE,155 South Rd,Columbus,"Columbus, NE Micropolitan Statistical Area",18100,Platte,141,NE,31,68601,41.441232999999997,-97.377538999999999,R,NE104,Columbus Housing Authority,90,11/16/2017 0:00:00,18389,0.018622719446300
4783,607655,NH014000001,SQUAMSCOTT VIEW APTS,227 Water St,Exeter,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",14460,Rockingham,15,NH,33,3833,42.982165000000002,-70.949614999999994,R,NH014,Exeter Housing Authority,98,12/29/2017 0:00:00,425463,0.000261340332238
4784,607653,NH005000001,CRUTCHFIELD APARTMENTS,15 Pitman St,Concord,"Concord, NH Micropolitan Statistical Area",18180,Merrimack,13,NH,33,3301,43.209944999999998,-71.537841999999998,R,NH005,Concord Housing Authority,65,12/27/2017 0:00:00,398369,0.006238064695640
4785,607652,NH001000008,Pariseau/Burns,55 S Main St,Manchester,"Manchester-Nashua, NH Metropolitan Statistical Area",31700,Hillsborough,11,NH,33,3102,42.983009000000003,-71.474484000000004,R,NH001,Manchester Housing  & Redevelopment Authority,93,1/30/2018 0:00:00,434944,0.002257377980410
4786,607649,NE035000001,AINSWORTH PARK HOMES,524 E 4th St,Ainsworth, ,99999,Brown,17,NE,31,69210,42.550030999999997,-99.856054000000000,R,NE035,Ainsworth Housing Authority,90,11/14/2017 0:00:00,145516,1.493128521140000
4787,607647,NC029000001,PROJECT  UNNAMED,153 Second St,Star, ,99999,Montgomery,123,NC,37,27356,35.397378000000003,-79.780873999999997,4,NC029,Star Housing Authority,98,9/20/2017 0:00:00,163193,0.017709530409000
4788,607643,NH001000016,Benoit Homes West Side,163 2nd St,Manchester,"Manchester-Nashua, NH Metropolitan Statistical Area",31700,Hillsborough,11,NH,33,3102,42.981442000000001,-71.471506000000005,R,NH001,Manchester Housing  & Redevelopment Authority,98,2/1/2018 0:00:00,436976,0.001687196656230
4789,607642,NH001000005,OMalley/Kalivas,259 Chestnut St,Manchester,"Manchester-Nashua, NH Metropolitan Statistical Area",31700,Hillsborough,11,NH,33,3101,42.988129999999998,-71.460447000000002,R,NH001,Manchester Housing  & Redevelopment Authority,97,1/31/2018 0:00:00,434950,0.008002431538130
4790,607641,NC076000001,PINE GROVE APARTMENTS,4338 Anderson Ave Apt A,Farmville,"Greenville, NC Metropolitan Statistical Area",24780,Pitt,147,NC,37,27828,35.585869000000002,-77.591035000000005,R,NC076,Farmville Housing Authority,93,10/5/2017 0:00:00,235629,0.015523268057800
4791,607639,NC035000003,GARDEN ST/GILMORE T./HARRIS CT/CRESTVIEW,406 Dudley Ave,Sanford,"Sanford, NC Micropolitan Statistical Area",41820,Lee,105,NC,37,27330,35.473447000000000,-79.180887999999996,R,NC035,Sanford Housing Authority,77,10/25/2017 0:00:00,132372,0.007844600870100
