"","TRACTFIPS","RISK_RATNG","SOVI_RATNG","RESL_RATNG","CFLD_RISKR","HWAV_RISKR","HRCN_RISKR","RFLD_RISKR","WFIR_RISKR"
"60743","36081062900","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60744","36081063500","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60745","36081064500","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60746","36061019000","Relatively High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Very Low","No Rating","No Rating"
"60747","36061019200","Relatively High","Very High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","No Rating"
"60748","36061019600","Very High","Very High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60749","36061019800","Relatively Moderate","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60750","36061019900","Very High","Relatively Moderate","Relatively Low","Very Low","Relatively High","Relatively Low","Very Low","No Rating"
"60751","36061020500","Relatively High","Relatively Low","Relatively Low","Very Low","Relatively High","Relatively Low","No Rating","No Rating"
"60752","36061020600","Relatively High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Very Low","No Rating","No Rating"
"60753","36061021100","Very High","Relatively Moderate","Relatively Low","Relatively Low","Relatively High","Relatively Low","Very Low","No Rating"
"60754","36061021200","Very High","Relatively High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","No Rating","No Rating"
"60755","36061021600","Very High","Relatively Moderate","Relatively Low","Relatively Low","Relatively High","Relatively Low","No Rating","No Rating"
"60756","36061021703","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60757","36061022000","Relatively High","Relatively Moderate","Relatively Low","Relatively Low","Relatively High","Relatively Low","No Rating","No Rating"
"60758","36061022102","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60759","36055014204","Very Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","Very Low","No Rating"
"60760","36055014301","Relatively Low","Relatively High","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60761","36055014302","Very Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60762","36055014504","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","Very Low","No Rating"
"60763","36055014505","Relatively Low","Relatively Moderate","Very High","No Rating","Relatively Moderate","Relatively Low","No Rating","Very Low"
"60764","36075020800","Very Low","Relatively Moderate","Very High","No Rating","Relatively Low","Very Low","Relatively Low","Very Low"
"60765","36075021101","Relatively Moderate","Relatively Moderate","Very High","Very Low","Relatively Low","Very Low","Relatively Low","No Rating"
"60766","36075021200","Very Low","Relatively Low","Very High","Very Low","Relatively Low","Very Low","Relatively Low","Very Low"
"60767","36075021501","Very Low","Relatively Low","Very High","Very Low","Relatively Low","Very Low","Very Low","Very Low"
"60768","36061023600","Very High","Relatively High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","No Rating"
"60769","36061023900","Relatively High","Relatively High","Relatively Low","No Rating","Relatively High","Very Low","No Rating","No Rating"
"60770","36061024100","Very High","Relatively High","Relatively Low","Very Low","Relatively High","Relatively Low","No Rating","No Rating"
"60771","36061024301","Relatively High","Relatively Moderate","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60772","36061024500","Very High","Relatively High","Relatively Low","No Rating","Very High","Relatively Low","No Rating","No Rating"
"60773","36061024700","Very High","Relatively High","Relatively Low","Very Low","Very High","Relatively Low","No Rating","No Rating"
"60774","36061025500","Relatively High","Relatively High","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60775","36061025700","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","Relatively High","Very Low","No Rating","No Rating"
"60776","36061025900","Relatively High","Relatively Moderate","Relatively Low","Relatively Moderate","Relatively High","Very Low","No Rating","No Rating"
"60777","36061026500","Very High","Relatively High","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60778","36081065703","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60779","36081066300","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60780","36081066501","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60781","36081067100","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60782","36081067900","Relatively High","Very High","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60783","36081068300","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60784","36081069400","Relatively Low","Relatively Low","Relatively Low","Relatively High","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60785","36081070300","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60786","36081070700","Relatively Low","Relatively Low","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60787","36081071305","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60788","36081071702","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60789","36055014803","Very Low","Relatively Low","Very High","No Rating","Relatively Low","Very Low","Relatively Moderate","Very Low"
"60790","36055014903","Very Low","Relatively Low","Very High","No Rating","Relatively Moderate","Very Low","Relatively Low","Very Low"
"60791","36055980000","Insufficient Data","Data Unavailable","Very High","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60792","36075021604","Relatively Low","Relatively High","Very High","Very Low","Relatively Low","Very Low","Very Low","Very Low"
"60793","36077590300","Very Low","Relatively Moderate","Relatively High","Not Applicable","Relatively Low","Very Low","Very High","Very Low"
"60794","42111021800","Very Low","Relatively Moderate","Relatively High","Not Applicable","No Rating","Very Low","Relatively Low","Very Low"
"60795","42113960100","Very Low","Relatively Moderate","Relatively Moderate","Not Applicable","No Rating","Very Low","Relatively High","Relatively Low"
"60796","36077590500","Very Low","Relatively Moderate","Relatively High","Not Applicable","Relatively Low","Very Low","Relatively High","Very Low"
"60797","36077591000","Relatively Low","Relatively Low","Relatively High","Not Applicable","Relatively Low","Very Low","Relatively Moderate","No Rating"
"60798","36077591600","Very Low","Relatively Moderate","Relatively High","Not Applicable","Relatively Low","Very Low","Very High","Very Low"
"60799","36079010100","Relatively Low","Relatively Low","Very High","Very Low","Relatively Low","Very Low","Relatively Low","No Rating"
"60800","36061026700","Relatively Moderate","Relatively Low","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60801","36061026900","Very High","Relatively High","Relatively Low","No Rating","Very High","Relatively Low","No Rating","No Rating"
"60802","36061027100","Very High","Relatively High","Relatively Low","No Rating","Relatively High","Relatively Low","No Rating","No Rating"
"60803","36061027700","Very High","Very High","Relatively Low","No Rating","Very High","Relatively Low","No Rating","No Rating"
"60804","36061028100","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","Relatively High","Very Low","No Rating","No Rating"
"60805","36061028700","Relatively High","Relatively High","Relatively Low","Relatively Moderate","Relatively High","Relatively Low","Very Low","No Rating"
"60806","36061029700","Very Low","Very Low","Relatively Low","Relatively Low","Very Low","Very Low","Very Low","No Rating"
"60807","36061030700","Relatively Moderate","Relatively Low","Relatively Low","Relatively Low","Relatively High","Very Low","No Rating","No Rating"
"60808","36061031704","Relatively High","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Relatively Low","No Rating"
"60809","36061031900","Insufficient Data","Data Unavailable","Relatively Low","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data","Insufficient Data"
"60810","36081072900","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Low","Very Low","No Rating","No Rating"
"60811","36081073700","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60812","36081074300","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60813","36081074500","Relatively Moderate","Relatively High","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60814","36081077905","Relatively Low","Relatively Moderate","Relatively Low","No Rating","Relatively Moderate","Very Low","No Rating","No Rating"
"60815","36081078800","Very Low","Relatively Low","Relatively Low","Relatively Low","Relatively Low","Very Low","No Rating","No Rating"
"60816","36081079000","Relatively Low","Relatively Moderate","Relatively Low","Relatively Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60817","36081079900","Relatively Moderate","Relatively High","Relatively Low","Very Low","Relatively Moderate","Relatively Low","No Rating","No Rating"
"60818","36081080301","Relatively Moderate","Relatively High","Relatively Low","Relatively Low","Relatively Moderate","Relatively Low","Very Low","No Rating"
"60819","36081080302","Relatively Low","Relatively Moderate","Relatively Low","Very Low","Relatively Moderate","Very Low","No Rating","No Rating"
"60820","36057070800","Relatively Moderate","Relatively High","Very High","Not Applicable","Relatively Low","Very Low","Very Low","Very Low"
"60821","39075976801","Very Low","Relatively Moderate","Relatively Low","Not Applicable","Relatively Low","Very Low","Relatively Moderate","Very Low"
"60822","36057072100","Very Low","Relatively Moderate","Very High","Not Applicable","Relatively Low","Very Low","Relatively Moderate","Very Low"
